,time,base,script1,script_price1,script2,script_price2,script3,script_price3,initial base quantity,final base quantity,profit,arbitrage type
745,2023-12-17 20:09:47.950537,USDT,EURUSDT,1.09280000,IDEUR,0.18769000,IDUSDT,0.28888000,200.0,281.626,163.25199999999995,BUY_BUY_SELL
617,2023-12-17 20:09:47.948846,USDT,BUSDUSDT,1.00030000,PLABUSD,0.14770000,PLAUSDT,0.20770000,200.0,281.101,162.202,BUY_BUY_SELL
381,2023-12-17 20:09:47.945843,USDT,BUSDUSDT,1.00030000,RVNBUSD,0.01525000,RVNUSDT,0.02143000,200.0,280.905,161.80999999999995,BUY_BUY_SELL
631,2023-12-17 20:09:47.949016,USDT,BUSDUSDT,1.00030000,CVXBUSD,2.59700000,CVXUSDT,3.64700000,200.0,280.718,161.43600000000004,BUY_BUY_SELL
166,2023-12-17 20:09:47.942732,USDT,BNBUSDT,240.90000000,PROMBNB,0.01443000,PROMUSDT,4.87800000,200.0,280.592,161.18399999999997,BUY_BUY_SELL
803,2023-12-17 20:09:47.951497,USDT,USTUSDT,0.24577900,BTCUST,121179.88000000,BTCUSDT,41671.94000000,200.0,279.772,159.54399999999998,BUY_BUY_SELL
309,2023-12-17 20:09:47.944969,USDT,USDCUSDT,1.00090000,XRPUSDC,0.44090000,XRPUSDT,0.61550000,200.0,278.891,157.78200000000004,BUY_BUY_SELL
462,2023-12-17 20:09:47.946821,USDT,BUSDUSDT,1.00030000,AUDIOBUSD,0.15270000,AUDIOUSDT,0.21300000,200.0,278.835,157.66999999999996,BUY_BUY_SELL
758,2023-12-17 20:09:47.950764,USDT,ENJUSDT,0.32750000,ENJGBP,0.36760000,GBPUSDT,1.23700000,200.0,277.632,155.264,BUY_SELL_SELL
577,2023-12-17 20:09:47.948348,USDT,GNOUSDT,219.10000000,GNOBUSD,304.10000000,BUSDUSDT,1.00030000,200.0,277.613,155.226,BUY_SELL_SELL
632,2023-12-17 20:09:47.949029,USDT,BUSDUSDT,1.00030000,PEOPLEBUSD,0.00950000,PEOPLEUSDT,0.01319000,200.0,277.541,155.082,BUY_BUY_SELL
359,2023-12-17 20:09:47.945582,USDT,BUSDUSDT,1.00030000,VETBUSD,0.02120000,VETUSDT,0.02940000,200.0,277.215,154.42999999999995,BUY_BUY_SELL
619,2023-12-17 20:09:47.948870,USDT,BUSDUSDT,1.00030000,RNDRBUSD,3.04000000,RNDRUSDT,4.21200000,200.0,276.962,153.92399999999998,BUY_BUY_SELL
592,2023-12-17 20:09:47.948521,USDT,BUSDUSDT,1.00030000,LSKBUSD,0.84400000,LSKUSDT,1.16900000,200.0,276.871,153.74199999999996,BUY_BUY_SELL
377,2023-12-17 20:09:47.945797,USDT,BUSDUSDT,1.00030000,BATBUSD,0.17090000,BATUSDT,0.23570000,200.0,275.691,151.38199999999995,BUY_BUY_SELL
445,2023-12-17 20:09:47.946617,USDT,BUSDUSDT,1.00030000,DIABUSD,0.23840000,DIAUSDT,0.32800000,200.0,275.025,150.04999999999995,BUY_BUY_SELL
148,2023-12-17 20:09:47.942478,USDT,BNBUSDT,240.90000000,KSMBNB,0.09080000,KSMUSDT,30.04000000,200.0,274.608,149.216,BUY_BUY_SELL
68,2023-12-17 20:09:47.941198,USDT,BNBUSDT,240.90000000,NEOBNB,0.03836000,NEOUSDT,12.66000000,200.0,273.939,147.87800000000004,BUY_BUY_SELL
372,2023-12-17 20:09:47.945736,USDT,BUSDUSDT,1.00030000,XTZBUSD,0.67100000,XTZUSDT,0.91900000,200.0,273.777,147.55399999999997,BUY_BUY_SELL
587,2023-12-17 20:09:47.948462,USDT,BUSDUSDT,1.00030000,RENBUSD,0.04539800,RENUSDT,0.06215200,200.0,273.667,147.33399999999995,BUY_BUY_SELL
779,2023-12-17 20:09:47.951176,USDT,AUDUSDT,0.72520000,DOGEAUD,0.09449000,DOGEUSDT,0.09355000,200.0,272.98199999999997,145.96399999999994,BUY_BUY_SELL
665,2023-12-17 20:09:47.949444,USDT,BUSDUSDT,1.00030000,STEEMBUSD,0.18470000,STEEMUSDT,0.25200000,200.0,272.733,145.466,BUY_BUY_SELL
633,2023-12-17 20:09:47.949041,USDT,BUSDUSDT,1.00030000,OOKIBUSD,0.00162900,OOKIUSDT,0.00222000,200.0,272.418,144.836,BUY_BUY_SELL
682,2023-12-17 20:09:47.949655,USDT,BUSDUSDT,1.00030000,SSVBUSD,15.74000000,SSVUSDT,21.43000000,200.0,272.158,144.31600000000003,BUY_BUY_SELL
211,2023-12-17 20:09:47.943612,USDT,BNBUSDT,240.90000000,GALBNB,0.00489300,GALUSDT,1.60400000,200.0,272.099,144.19799999999998,BUY_BUY_SELL
540,2023-12-17 20:09:47.947891,USDT,BUSDUSDT,1.00030000,ZENBUSD,7.19000000,ZENUSDT,9.78000000,200.0,271.903,143.80600000000004,BUY_BUY_SELL
316,2023-12-17 20:09:47.945052,USDT,USDCUSDT,1.00090000,LTCUSDC,53.22000000,LTCUSDT,72.25000000,200.0,271.21,142.41999999999996,BUY_BUY_SELL
321,2023-12-17 20:09:47.945110,USDT,USDCUSDT,1.00090000,ADAUSDC,0.43520000,ADAUSDT,0.59040000,200.0,271.02,142.03999999999996,BUY_BUY_SELL
688,2023-12-17 20:09:47.949729,USDT,BUSDUSDT,1.00030000,PHBBUSD,0.65880000,PHBUSDT,0.88960000,200.0,269.926,139.85199999999998,BUY_BUY_SELL
555,2023-12-17 20:09:47.948075,USDT,BUSDUSDT,1.00030000,DOCKBUSD,0.01527000,DOCKUSDT,0.02060000,200.0,269.669,139.33799999999997,BUY_BUY_SELL
446,2023-12-17 20:09:47.946628,USDT,BUSDUSDT,1.00030000,BELBUSD,0.53560000,BELUSDT,0.72130000,200.0,269.202,138.404,BUY_BUY_SELL
506,2023-12-17 20:09:47.947343,USDT,BUSDUSDT,1.00030000,FISBUSD,0.24380000,FISUSDT,0.32800000,200.0,268.932,137.86400000000003,BUY_BUY_SELL
700,2023-12-17 20:09:47.949872,USDT,BUSDUSDT,1.00030000,HFTBUSD,0.25890000,HFTUSDT,0.34830000,200.0,268.921,137.84199999999998,BUY_BUY_SELL
404,2023-12-17 20:09:47.946118,USDT,BUSDUSDT,1.00030000,DGBBUSD,0.00632000,DGBUSDT,0.00849000,200.0,268.53,137.05999999999995,BUY_BUY_SELL
289,2023-12-17 20:09:47.944689,USDT,PAXUSDT,0.99960000,TRXPAX,0.07661000,TRXUSDT,0.10284000,200.0,268.524,137.048,BUY_BUY_SELL
676,2023-12-17 20:09:47.949582,USDT,BUSDUSDT,1.00030000,FIROBUSD,1.44100000,FIROUSDT,1.93300000,200.0,268.145,136.28999999999996,BUY_BUY_SELL
656,2023-12-17 20:09:47.949323,USDT,BUSDUSDT,1.00030000,BSWBUSD,0.06700000,BSWUSDT,0.08980000,200.0,267.919,135.83799999999997,BUY_BUY_SELL
207,2023-12-17 20:09:47.943500,USDT,BNBUSDT,240.90000000,API3BNB,0.00533000,API3USDT,1.71900000,200.0,267.698,135.39599999999996,BUY_BUY_SELL
449,2023-12-17 20:09:47.946664,USDT,BUSDUSDT,1.00030000,UNIBUSD,4.58000000,UNIUSDT,6.12500000,200.0,267.327,134.654,BUY_BUY_SELL
391,2023-12-17 20:09:47.945962,USDT,BUSDUSDT,1.00030000,DATABUSD,0.02344000,DATAUSDT,0.03134000,200.0,267.266,134.53200000000004,BUY_BUY_SELL
556,2023-12-17 20:09:47.948087,USDT,BUSDUSDT,1.00030000,ERNBUSD,1.47100000,ERNUSDT,1.96500000,200.0,267.025,134.04999999999995,BUY_BUY_SELL
154,2023-12-17 20:09:47.942578,USDT,BNBUSDT,240.90000000,BURGERBNB,0.00153600,BURGERUSDT,0.49300000,200.0,266.41,132.82000000000005,BUY_BUY_SELL
562,2023-12-17 20:09:47.948158,USDT,BUSDUSDT,1.00030000,LTOBUSD,0.05590000,LTOUSDT,0.07430000,200.0,265.692,131.38400000000001,BUY_BUY_SELL
792,2023-12-17 20:09:47.951353,USDT,AUDUSDT,0.72520000,FTMAUD,0.42000000,FTMUSDT,0.40440000,200.0,265.483,130.966,BUY_BUY_SELL
118,2023-12-17 20:09:47.941974,USDT,BNBUSDT,240.90000000,XTZBNB,0.00288300,XTZUSDT,0.91900000,200.0,264.585,129.16999999999996,BUY_BUY_SELL
681,2023-12-17 20:09:47.949643,USDT,BUSDUSDT,1.00030000,GLMBUSD,0.17860000,GLMUSDT,0.23630000,200.0,264.474,128.94799999999998,BUY_BUY_SELL
514,2023-12-17 20:09:47.947437,USDT,BUSDUSDT,1.00030000,PERPBUSD,0.54698000,PERPUSDT,0.72334000,200.0,264.346,128.692,BUY_BUY_SELL
662,2023-12-17 20:09:47.949402,USDT,BUSDUSDT,1.00030000,NEXOBUSD,0.62700000,NEXOUSDT,0.82900000,200.0,264.295,128.59000000000003,BUY_BUY_SELL
752,2023-12-17 20:09:47.950693,USDT,SXPUSDT,0.38220000,SXPGBP,0.40800000,GBPUSDT,1.23700000,200.0,264.04,128.08000000000004,BUY_SELL_SELL
509,2023-12-17 20:09:47.947378,USDT,BUSDUSDT,1.00030000,DEGOBUSD,1.34700000,DEGOUSDT,1.77800000,200.0,263.855,127.71000000000004,BUY_BUY_SELL
746,2023-12-17 20:09:47.950550,USDT,EURUSDT,1.09280000,EDUEUR,0.47455000,EDUUSDT,0.68342000,200.0,263.509,127.01800000000003,BUY_BUY_SELL
709,2023-12-17 20:09:47.950001,USDT,EURUSDT,1.09280000,SXPEUR,0.26540000,SXPUSDT,0.38220000,200.0,263.5,127.0,BUY_BUY_SELL
585,2023-12-17 20:09:47.948439,USDT,BUSDUSDT,1.00030000,SUNBUSD,0.00544000,SUNUSDT,0.00717000,200.0,263.464,126.928,BUY_BUY_SELL
563,2023-12-17 20:09:47.948170,USDT,BUSDUSDT,1.00030000,ADXBUSD,0.13340000,ADXUSDT,0.17550000,200.0,262.98,125.96000000000002,BUY_BUY_SELL
92,2023-12-17 20:09:47.941545,USDT,BNBUSDT,240.90000000,EOSBNB,0.00258300,EOSUSDT,0.81600000,200.0,262.216,124.43200000000002,BUY_BUY_SELL
395,2023-12-17 20:09:47.946011,USDT,BUSDUSDT,1.00030000,HBARBUSD,0.06020000,HBARUSDT,0.07890000,200.0,261.988,123.976,BUY_BUY_SELL
200,2023-12-17 20:09:47.943253,USDT,BNBUSDT,240.90000000,MANABNB,0.00155000,MANAUSDT,0.48780000,200.0,261.218,122.43600000000004,BUY_BUY_SELL
99,2023-12-17 20:09:47.941653,USDT,POLYUSDT,0.26960000,POLYBNB,0.00145900,BNBUSDT,240.90000000,200.0,260.677,121.35400000000006,BUY_SELL_SELL
114,2023-12-17 20:09:47.941914,USDT,BNBUSDT,240.90000000,COCOSBNB,0.00559000,COCOSUSDT,1.75460000,200.0,260.531,121.062,BUY_BUY_SELL
428,2023-12-17 20:09:47.946415,USDT,BUSDUSDT,1.00030000,ANTBUSD,4.30300000,ANTUSDT,5.60500000,200.0,260.378,120.75599999999997,BUY_BUY_SELL
635,2023-12-17 20:09:47.949065,USDT,BUSDUSDT,1.00030000,NULSBUSD,0.17850000,NULSUSDT,0.23190000,200.0,259.694,119.38800000000003,BUY_BUY_SELL
689,2023-12-17 20:09:47.949747,USDT,GASUSDT,7.10200000,GASBUSD,9.21600000,BUSDUSDT,1.00030000,200.0,259.55,119.10000000000002,BUY_SELL_SELL
567,2023-12-17 20:09:47.948218,USDT,BUSDUSDT,1.00030000,QNTBUSD,85.50000000,QNTUSDT,110.70000000,200.0,258.81,117.62000000000002,BUY_BUY_SELL
603,2023-12-17 20:09:47.948662,USDT,BUSDUSDT,1.00030000,CELOBUSD,0.47000000,CELOUSDT,0.60700000,200.0,258.16,116.32000000000005,BUY_BUY_SELL
386,2023-12-17 20:09:47.945907,USDT,TOMOUSDT,1.38190000,TOMOBUSD,1.78070000,BUSDUSDT,1.00030000,200.0,257.735,115.47000000000003,BUY_SELL_SELL
354,2023-12-17 20:09:47.945521,USDT,BUSDUSDT,1.00030000,EOSBUSD,0.63400000,EOSUSDT,0.81600000,200.0,257.276,114.55200000000004,BUY_BUY_SELL
473,2023-12-17 20:09:47.946950,USDT,BUSDUSDT,1.00030000,ROSEBUSD,0.06826000,ROSEUSDT,0.08763000,200.0,256.617,113.23400000000004,BUY_BUY_SELL
208,2023-12-17 20:09:47.943520,USDT,BNBUSDT,240.90000000,GLMRBNB,0.00102100,GLMRUSDT,0.31520000,200.0,256.243,112.48599999999999,BUY_BUY_SELL
543,2023-12-17 20:09:47.947932,USDT,BUSDUSDT,1.00030000,KAVABUSD,0.62400000,KAVAUSDT,0.79700000,200.0,255.312,110.62400000000004,BUY_BUY_SELL
590,2023-12-17 20:09:47.948498,USDT,BUSDUSDT,1.00030000,FETBUSD,0.49150000,FETUSDT,0.62740000,200.0,255.164,110.32799999999997,BUY_BUY_SELL
429,2023-12-17 20:09:47.946426,USDT,BUSDUSDT,1.00030000,CRVBUSD,0.50410000,CRVUSDT,0.64150000,200.0,254.377,108.75400000000002,BUY_BUY_SELL
596,2023-12-17 20:09:47.948577,USDT,BUSDUSDT,1.00030000,HIVEBUSD,0.27580000,HIVEUSDT,0.35020000,200.0,253.816,107.63199999999999,BUY_BUY_SELL
507,2023-12-17 20:09:47.947355,USDT,BUSDUSDT,1.00030000,OMBUSD,0.01891000,OMUSDT,0.02401000,200.0,253.804,107.60800000000002,BUY_BUY_SELL
420,2023-12-17 20:09:47.946321,USDT,BUSDUSDT,1.00030000,AVABUSD,0.47000000,AVAUSDT,0.59600000,200.0,253.481,106.96199999999997,BUY_BUY_SELL
776,2023-12-17 20:09:47.951143,USDT,BNBUSDT,240.90000000,BNBAUD,421.10000000,AUDUSDT,0.72520000,200.0,253.474,106.94799999999998,BUY_SELL_SELL
487,2023-12-17 20:09:47.947118,USDT,BUSDUSDT,1.00030000,CKBBUSD,0.00265000,CKBUSDT,0.00335600,200.0,253.147,106.29399999999998,BUY_BUY_SELL
639,2023-12-17 20:09:47.949120,USDT,BUSDUSDT,1.00030000,ACHBUSD,0.01646000,ACHUSDT,0.02081000,200.0,252.72,105.44,BUY_BUY_SELL
492,2023-12-17 20:09:47.947178,USDT,BUSDUSDT,1.00030000,DODOBUSD,0.12330000,DODOUSDT,0.15580000,200.0,252.581,105.16199999999998,BUY_BUY_SELL
740,2023-12-17 20:09:47.950467,USDT,EURUSDT,1.09280000,JASMYEUR,0.00456800,JASMYUSDT,0.00630100,200.0,252.388,104.776,BUY_BUY_SELL
702,2023-12-17 20:09:47.949896,USDT,BUSDUSDT,1.00030000,HOOKBUSD,0.89410000,HOOKUSDT,1.12850000,200.0,252.297,104.594,BUY_BUY_SELL
378,2023-12-17 20:09:47.945808,USDT,BUSDUSDT,1.00030000,ENJBUSD,0.26070000,ENJUSDT,0.32750000,200.0,251.111,102.222,BUY_BUY_SELL
422,2023-12-17 20:09:47.946345,USDT,BUSDUSDT,1.00030000,BALBUSD,3.15000000,BALUSDT,3.95700000,200.0,251.103,102.20600000000002,BUY_BUY_SELL
198,2023-12-17 20:09:47.943201,USDT,CITYUSDT,2.79000000,CITYBNB,0.01454000,BNBUSDT,240.90000000,200.0,251.029,102.05799999999998,BUY_SELL_SELL
705,2023-12-17 20:09:47.949937,USDT,GFTUSDT,0.02320000,GFTBUSD,0.02911000,BUSDUSDT,1.00030000,200.0,250.964,101.928,BUY_SELL_SELL
463,2023-12-17 20:09:47.946833,USDT,BUSDUSDT,1.00030000,CTKBUSD,0.53400000,CTKUSDT,0.67000000,200.0,250.801,101.60199999999998,BUY_BUY_SELL
132,2023-12-17 20:09:47.942250,USDT,MKRUSDT,1327.00000000,MKRBNB,6.90300000,BNBUSDT,240.90000000,200.0,250.57,101.13999999999999,BUY_SELL_SELL
546,2023-12-17 20:09:47.947968,USDT,BUSDUSDT,1.00030000,GTCBUSD,0.95200000,GTCUSDT,1.19300000,200.0,250.495,100.99000000000001,BUY_BUY_SELL
369,2023-12-17 20:09:47.945701,USDT,BUSDUSDT,1.00030000,DASHBUSD,25.83000000,DASHUSDT,32.32000000,200.0,250.117,100.23399999999998,BUY_BUY_SELL
419,2023-12-17 20:09:47.946310,USDT,BUSDUSDT,1.00030000,FIOBUSD,0.01922000,FIOUSDT,0.02404000,200.0,250.021,100.04199999999996,BUY_BUY_SELL
535,2023-12-17 20:09:47.947830,USDT,BUSDUSDT,1.00030000,LPTBUSD,6.16000000,LPTUSDT,7.67000000,200.0,248.891,97.78199999999998,BUY_BUY_SELL
521,2023-12-17 20:09:47.947525,USDT,BUSDUSDT,1.00030000,TKOBUSD,0.20820000,TKOUSDT,0.25910000,200.0,248.761,97.52199999999999,BUY_BUY_SELL
595,2023-12-17 20:09:47.948565,USDT,BUSDUSDT,1.00030000,RADBUSD,1.32100000,RADUSDT,1.64300000,200.0,248.61599999999999,97.23199999999997,BUY_BUY_SELL
491,2023-12-17 20:09:47.947166,USDT,BUSDUSDT,1.00030000,FXSBUSD,6.96400000,FXSUSDT,8.65300000,200.0,248.37199999999999,96.74399999999997,BUY_BUY_SELL
683,2023-12-17 20:09:47.949668,USDT,BUSDUSDT,1.00030000,STGBUSD,0.41400000,STGUSDT,0.51420000,200.0,248.271,96.54199999999997,BUY_BUY_SELL
358,2023-12-17 20:09:47.945570,USDT,BUSDUSDT,1.00030000,QTUMBUSD,2.53700000,QTUMUSDT,3.14300000,200.0,247.639,95.27800000000002,BUY_BUY_SELL
278,2023-12-17 20:09:47.944562,USDT,BTCUSDT,41671.94000000,BTCPAX,51529.15000000,PAXUSDT,0.99960000,200.0,247.15,94.30000000000001,BUY_SELL_SELL
91,2023-12-17 20:09:47.941534,USDT,BNBUSDT,240.90000000,ZENBNB,0.03290000,ZENUSDT,9.78000000,200.0,246.73499999999999,93.46999999999997,BUY_BUY_SELL
611,2023-12-17 20:09:47.948770,USDT,BUSDUSDT,1.00030000,ENSBUSD,6.96000000,ENSUSDT,8.58000000,200.0,246.418,92.83600000000001,BUY_BUY_SELL
330,2023-12-17 20:09:47.945221,USDT,ALGOUSDT,0.19330000,ALGOUSDC,0.23800000,USDCUSDT,1.00090000,200.0,246.411,92.822,BUY_SELL_SELL
579,2023-12-17 20:09:47.948367,USDT,BUSDUSDT,1.00030000,OGNBUSD,0.11290000,OGNUSDT,0.13910000,200.0,246.279,92.55799999999999,BUY_BUY_SELL
634,2023-12-17 20:09:47.949053,USDT,BUSDUSDT,1.00030000,MDTBUSD,0.04578000,MDTUSDT,0.05640000,200.0,246.262,92.524,BUY_BUY_SELL
572,2023-12-17 20:09:47.948283,USDT,BUSDUSDT,1.00030000,ALPACABUSD,0.14390000,ALPACAUSDT,0.17640000,200.0,245.037,90.07400000000001,BUY_BUY_SELL
517,2023-12-17 20:09:47.947473,USDT,BUSDUSDT,1.00030000,CFXBUSD,0.15400000,CFXUSDT,0.18850000,200.0,244.672,89.344,BUY_BUY_SELL
458,2023-12-17 20:09:47.946772,USDT,BUSDUSDT,1.00030000,FILBUSD,4.55400000,FILUSDT,5.57400000,200.0,244.662,89.32400000000001,BUY_BUY_SELL
177,2023-12-17 20:09:47.942879,USDT,BNBUSDT,240.90000000,ERNBNB,0.00669000,ERNUSDT,1.96500000,200.0,243.794,87.58800000000002,BUY_BUY_SELL
630,2023-12-17 20:09:47.949005,USDT,BUSDUSDT,1.00030000,HIGHBUSD,1.42100000,HIGHUSDT,1.73000000,200.0,243.357,86.714,BUY_BUY_SELL
489,2023-12-17 20:09:47.947142,USDT,BUSDUSDT,1.00030000,LITBUSD,0.81200000,LITUSDT,0.98600000,200.0,242.724,85.44799999999998,BUY_BUY_SELL
775,2023-12-17 20:09:47.951126,USDT,AUDUSDT,0.72520000,XRPAUD,0.70000000,XRPUSDT,0.61550000,200.0,242.435,84.87,BUY_BUY_SELL
664,2023-12-17 20:09:47.949426,USDT,BUSDUSDT,1.00030000,LDOBUSD,1.74400000,LDOUSDT,2.11200000,200.0,242.069,84.13799999999998,BUY_BUY_SELL
581,2023-12-17 20:09:47.948395,USDT,DYDXUSDT,3.11700000,DYDXBUSD,3.77100000,BUSDUSDT,1.00030000,200.0,241.976,83.952,BUY_SELL_SELL
107,2023-12-17 20:09:47.941769,USDT,BNBUSDT,240.90000000,ZECBNB,0.10260000,ZECUSDT,29.83000000,200.0,241.319,82.63799999999998,BUY_BUY_SELL
490,2023-12-17 20:09:47.947154,USDT,BUSDUSDT,1.00030000,SFPBUSD,0.59920000,SFPUSDT,0.72300000,200.0,241.189,82.37799999999999,BUY_BUY_SELL
439,2023-12-17 20:09:47.946547,USDT,BUSDUSDT,1.00030000,TRBBUSD,90.12000000,TRBUSDT,108.28000000,200.0,240.17,80.33999999999997,BUY_BUY_SELL
698,2023-12-17 20:09:47.949848,USDT,BUSDUSDT,1.00030000,QKCBUSD,0.00869500,QKCUSDT,0.01044300,200.0,240.075,80.14999999999998,BUY_BUY_SELL
465,2023-12-17 20:09:47.946856,USDT,BUSDUSDT,1.00030000,AXSBUSD,5.88000000,AXSUSDT,7.05000000,200.0,239.664,79.32799999999997,BUY_BUY_SELL
654,2023-12-17 20:09:47.949299,USDT,BUSDUSDT,1.00030000,APEBUSD,1.42300000,APEUSDT,1.70400000,200.0,239.362,78.72399999999999,BUY_BUY_SELL
470,2023-12-17 20:09:47.946915,USDT,BUSDUSDT,1.00030000,FORBUSD,0.01703000,FORUSDT,0.02030000,200.0,238.271,76.54199999999997,BUY_BUY_SELL
774,2023-12-17 20:09:47.951114,USDT,AUDUSDT,0.72520000,ETHAUD,2565.09000000,ETHUSDT,2211.04000000,200.0,237.66,75.32,BUY_BUY_SELL
663,2023-12-17 20:09:47.949414,USDT,BUSDUSDT,1.00030000,GALBUSD,1.35100000,GALUSDT,1.60400000,200.0,237.323,74.64600000000002,BUY_BUY_SELL
533,2023-12-17 20:09:47.947806,USDT,BUSDUSDT,1.00030000,MDXBUSD,0.06440000,MDXUSDT,0.07640000,200.0,237.136,74.27199999999999,BUY_BUY_SELL
677,2023-12-17 20:09:47.949593,USDT,BUSDUSDT,1.00030000,NKNBUSD,0.09720000,NKNUSDT,0.11530000,200.0,237.112,74.22399999999999,BUY_BUY_SELL
150,2023-12-17 20:09:47.942513,USDT,BNBUSDT,240.90000000,BELBNB,0.00253800,BELUSDT,0.72130000,200.0,235.889,71.77800000000002,BUY_BUY_SELL
435,2023-12-17 20:09:47.946498,USDT,BUSDUSDT,1.00030000,IDEXBUSD,0.04879000,IDEXUSDT,0.05740000,200.0,235.164,70.32799999999997,BUY_BUY_SELL
459,2023-12-17 20:09:47.946785,USDT,BUSDUSDT,1.00030000,INJBUSD,25.46400000,INJUSDT,29.94400000,200.0,235.056,70.11200000000002,BUY_BUY_SELL
527,2023-12-17 20:09:47.947597,USDT,BUSDUSDT,1.00030000,FORTHBUSD,3.02700000,FORTHUSDT,3.55700000,200.0,234.888,69.77600000000001,BUY_BUY_SELL
800,2023-12-17 20:09:47.951458,USDT,BNBUSDT,240.90000000,BNBUSDP,282.09000000,USDPUSDT,1.00080000,200.0,234.32399999999998,68.64799999999997,BUY_SELL_SELL
578,2023-12-17 20:09:47.948355,USDT,BUSDUSDT,1.00030000,MTLBUSD,1.35300000,MTLUSDT,1.58400000,200.0,234.016,68.03199999999998,BUY_BUY_SELL
388,2023-12-17 20:09:47.945925,USDT,BUSDUSDT,1.00030000,ZECBUSD,25.50000000,ZECUSDT,29.83000000,200.0,233.831,67.66199999999998,BUY_BUY_SELL
59,2023-12-17 20:09:47.941017,USDT,WINGUSDT,6.67000000,WINGETH,0.00352100,ETHUSDT,2211.04000000,200.0,233.375,66.75,BUY_SELL_SELL
479,2023-12-17 20:09:47.947023,USDT,BUSDUSDT,1.00030000,JUVBUSD,2.06500000,JUVUSDT,2.40200000,200.0,232.509,65.01799999999997,BUY_BUY_SELL
757,2023-12-17 20:09:47.950748,USDT,GBPUSDT,1.23700000,CHZGBP,0.05720000,CHZUSDT,0.08215000,200.0,232.145,64.29000000000002,BUY_BUY_SELL
672,2023-12-17 20:09:47.949533,USDT,BUSDUSDT,1.00030000,OPBUSD,1.80300000,OPUSDT,2.08200000,200.0,230.819,61.637999999999984,BUY_BUY_SELL
719,2023-12-17 20:09:47.950151,USDT,EURUSDT,1.09280000,UNIEUR,4.85600000,UNIUSDT,6.12500000,200.0,230.783,61.565999999999974,BUY_BUY_SELL
802,2023-12-17 20:09:47.951490,USDT,BNBUSDT,240.90000000,BNBUST,1129.30000000,USTUSDT,0.24577900,200.0,230.374,60.74799999999999,BUY_SELL_SELL
447,2023-12-17 20:09:47.946640,USDT,BUSDUSDT,1.00030000,WINGBUSD,5.79000000,WINGUSDT,6.67000000,200.0,230.268,60.536,BUY_BUY_SELL
144,2023-12-17 20:09:47.942434,USDT,TRBUSDT,108.28000000,TRBBNB,0.51700000,BNBUSDT,240.90000000,200.0,229.983,59.96600000000001,BUY_SELL_SELL
323,2023-12-17 20:09:47.945139,USDT,ATOMUSDT,11.25300000,ATOMUSDC,12.91200000,USDCUSDT,1.00090000,200.0,229.632,59.264,BUY_SELL_SELL
526,2023-12-17 20:09:47.947589,USDT,BARUSDT,2.21100000,BARBUSD,2.53300000,BUSDUSDT,1.00030000,200.0,229.136,58.27199999999999,BUY_SELL_SELL
594,2023-12-17 20:09:47.948553,USDT,BUSDUSDT,1.00030000,AGLDBUSD,0.82700000,AGLDUSDT,0.94800000,200.0,229.134,58.26799999999997,BUY_BUY_SELL
181,2023-12-17 20:09:47.942946,USDT,BNBUSDT,240.90000000,QNTBNB,0.40150000,QNTUSDT,110.70000000,200.0,228.845,57.69,BUY_BUY_SELL
607,2023-12-17 20:09:47.948723,USDT,BUSDUSDT,1.00030000,LAZIOBUSD,1.64400000,LAZIOUSDT,1.88200000,200.0,228.825,57.64999999999998,BUY_BUY_SELL
402,2023-12-17 20:09:47.946095,USDT,BUSDUSDT,1.00030000,IQBUSD,0.00502000,IQUSDT,0.00574000,200.0,228.557,57.113999999999976,BUY_BUY_SELL
652,2023-12-17 20:09:47.949275,USDT,BUSDUSDT,1.00030000,GMTBUSD,0.22700000,GMTUSDT,0.25890000,200.0,227.977,55.954,BUY_BUY_SELL
293,2023-12-17 20:09:47.944742,USDT,PAXUSDT,0.99960000,NEOPAX,11.12200000,NEOUSDT,12.66000000,200.0,227.688,55.37599999999998,BUY_BUY_SELL
108,2023-12-17 20:09:47.941787,USDT,BNBUSDT,240.90000000,DASHBNB,0.11830000,DASHUSDT,32.32000000,200.0,226.759,53.51799999999998,BUY_BUY_SELL
560,2023-12-17 20:09:47.948139,USDT,BONDUSDT,3.76700000,BONDBUSD,4.26200000,BUSDUSDT,1.00030000,200.0,226.289,52.57799999999997,BUY_SELL_SELL
135,2023-12-17 20:09:47.942287,USDT,BNBUSDT,240.90000000,AVABNB,0.00218800,AVAUSDT,0.59600000,200.0,226.088,52.17599999999999,BUY_BUY_SELL
472,2023-12-17 20:09:47.946938,USDT,BUSDUSDT,1.00030000,FRONTBUSD,0.33220000,FRONTUSDT,0.37530000,200.0,225.82,51.639999999999986,BUY_BUY_SELL
448,2023-12-17 20:09:47.946657,USDT,CREAMUSDT,17.60000000,CREAMBUSD,19.86000000,BUSDUSDT,1.00030000,200.0,225.69,51.379999999999995,BUY_SELL_SELL
50,2023-12-17 20:09:47.940714,USDT,DYDXUSDT,3.11700000,DYDXETH,0.00159100,ETHUSDT,2211.04000000,200.0,225.655,51.31,BUY_SELL_SELL
658,2023-12-17 20:09:47.949353,USDT,MULTIUSDT,1.86100000,MULTIBUSD,2.09700000,BUSDUSDT,1.00030000,200.0,225.37,50.74000000000001,BUY_SELL_SELL
212,2023-12-17 20:09:47.943625,USDT,BNBUSDT,240.90000000,KNCBNB,0.00255000,KNCUSDT,0.69200000,200.0,225.239,50.47800000000001,BUY_BUY_SELL
