,time,base,script1,script_price1,script2,script_price2,script3,script_price3,initial base quantity,final base quantity,profit,arbitrage type
277,2023-12-17 20:09:47.944549,USDT,BNBUSDT,240.90000000,BNBPAX,495.10000000,PAXUSDT,0.99960000,200.0,410.818,421.63599999999997,BUY_SELL_SELL
476,2023-12-17 20:09:47.946986,USDT,BUSDUSDT,1.00030000,SKLBUSD,0.02150000,SKLUSDT,0.04341000,200.0,403.633,407.266,BUY_BUY_SELL
407,2023-12-17 20:09:47.946160,USDT,BUSDUSDT,1.00030000,SNXBUSD,1.93600000,SNXUSDT,3.90100000,200.0,402.815,405.63,BUY_BUY_SELL
367,2023-12-17 20:09:47.945677,USDT,BUSDUSDT,1.00030000,BNTBUSD,0.35990000,BNTUSDT,0.72310000,200.0,401.653,403.3060000000001,BUY_BUY_SELL
313,2023-12-17 20:09:47.945015,USDT,USDCUSDT,1.00090000,WAVESUSDC,1.20360000,WAVESUSDT,2.38800000,200.0,396.393,392.78599999999994,BUY_BUY_SELL
339,2023-12-17 20:09:47.945333,USDT,USDCUSDT,1.00090000,BCHUSDC,114.80000000,BCHUSDT,227.20000000,200.0,395.403,390.80600000000004,BUY_BUY_SELL
524,2023-12-17 20:09:47.947561,USDT,BUSDUSDT,1.00030000,HOTBUSD,0.00105800,HOTUSDT,0.00208800,200.0,394.529,389.058,BUY_BUY_SELL
569,2023-12-17 20:09:47.948248,USDT,BUSDUSDT,1.00030000,MINABUSD,0.37790000,MINAUSDT,0.74490000,200.0,394.053,388.106,BUY_BUY_SELL
529,2023-12-17 20:09:47.947621,USDT,BUSDUSDT,1.00030000,SLPBUSD,0.00148700,SLPUSDT,0.00291800,200.0,392.29,384.58000000000004,BUY_BUY_SELL
466,2023-12-17 20:09:47.946867,USDT,BUSDUSDT,1.00030000,HARDBUSD,0.10910000,HARDUSDT,0.21340000,200.0,391.023,382.04600000000005,BUY_BUY_SELL
550,2023-12-17 20:09:47.948016,USDT,BUSDUSDT,1.00030000,SCBUSD,0.00366400,SCUSDT,0.00715500,200.0,390.38,380.76,BUY_BUY_SELL
421,2023-12-17 20:09:47.946333,USDT,BUSDUSDT,1.00030000,IOTABUSD,0.14310000,IOTAUSDT,0.27790000,200.0,388.223,376.446,BUY_BUY_SELL
74,2023-12-17 20:09:47.941287,USDT,BNBUSDT,240.90000000,WAVESBNB,0.00513000,WAVESUSDT,2.38800000,200.0,386.405,372.80999999999995,BUY_BUY_SELL
86,2023-12-17 20:09:47.941472,USDT,WANUSDT,0.22880000,WANBNB,0.00181000,BNBUSDT,240.90000000,200.0,381.084,362.168,BUY_SELL_SELL
599,2023-12-17 20:09:47.948613,USDT,BUSDUSDT,1.00030000,RAREBUSD,0.05960000,RAREUSDT,0.11320000,200.0,379.692,359.384,BUY_BUY_SELL
178,2023-12-17 20:09:47.942902,USDT,BONDUSDT,3.76700000,BONDBNB,0.02969000,BNBUSDT,240.90000000,200.0,379.676,359.352,BUY_SELL_SELL
660,2023-12-17 20:09:47.949378,USDT,BUSDUSDT,1.00030000,MBLBUSD,0.00265800,MBLUSDT,0.00500200,200.0,376.2,352.4,BUY_BUY_SELL
370,2023-12-17 20:09:47.945712,USDT,BUSDUSDT,1.00030000,NEOBUSD,6.73000000,NEOUSDT,12.66000000,200.0,376.053,352.106,BUY_BUY_SELL
320,2023-12-17 20:09:47.945103,USDT,ZECUSDT,29.83000000,ZECUSDC,55.80000000,USDCUSDT,1.00090000,200.0,374.397,348.794,BUY_SELL_SELL
67,2023-12-17 20:09:47.941189,USDT,BATUSDT,0.23570000,BATBNB,0.00183100,BNBUSDT,240.90000000,200.0,374.219,348.438,BUY_SELL_SELL
183,2023-12-17 20:09:47.942970,USDT,BNBUSDT,240.90000000,MINABNB,0.00166600,MINAUSDT,0.74490000,200.0,371.147,342.294,BUY_BUY_SELL
755,2023-12-17 20:09:47.950724,USDT,GBPUSDT,1.23700000,DOTGBP,3.01500000,DOTUSDT,6.91100000,200.0,370.547,341.09400000000005,BUY_BUY_SELL
483,2023-12-17 20:09:47.947071,USDT,BUSDUSDT,1.00030000,DEXEBUSD,2.10000000,DEXEUSDT,3.88600000,200.0,369.924,339.84799999999996,BUY_BUY_SELL
557,2023-12-17 20:09:47.948099,USDT,BUSDUSDT,1.00030000,KLAYBUSD,0.13540000,KLAYUSDT,0.25000000,200.0,369.105,338.21000000000004,BUY_BUY_SELL
505,2023-12-17 20:09:47.947332,USDT,BUSDUSDT,1.00030000,BADGERBUSD,2.07900000,BADGERUSDT,3.83000000,200.0,368.276,336.552,BUY_BUY_SELL
559,2023-12-17 20:09:47.948123,USDT,BUSDUSDT,1.00030000,IOTXBUSD,0.02148000,IOTXUSDT,0.03950000,200.0,367.614,335.22799999999995,BUY_BUY_SELL
167,2023-12-17 20:09:47.942750,USDT,BIFIUSDT,364.00000000,BIFIBNB,2.77700000,BNBUSDT,240.90000000,200.0,367.511,335.02200000000005,BUY_SELL_SELL
548,2023-12-17 20:09:47.947992,USDT,BUSDUSDT,1.00030000,COTIBUSD,0.03732000,COTIUSDT,0.06858000,200.0,367.354,334.70799999999997,BUY_BUY_SELL
695,2023-12-17 20:09:47.949813,USDT,BUSDUSDT,1.00030000,SNTBUSD,0.02283000,SNTUSDT,0.04195000,200.0,367.329,334.658,BUY_BUY_SELL
169,2023-12-17 20:09:47.942769,USDT,BNBUSDT,240.90000000,ARBNB,0.02183000,ARUSDT,9.65900000,200.0,367.283,334.56600000000003,BUY_BUY_SELL
625,2023-12-17 20:09:47.948944,USDT,BUSDUSDT,1.00030000,FLUXBUSD,0.32650000,FLUXUSDT,0.59920000,200.0,366.874,333.74800000000005,BUY_BUY_SELL
621,2023-12-17 20:09:47.948894,USDT,BUSDUSDT,1.00030000,MCBUSD,0.26570000,MCUSDT,0.48610000,200.0,365.73199999999997,331.46399999999994,BUY_BUY_SELL
609,2023-12-17 20:09:47.948747,USDT,BUSDUSDT,1.00030000,MOVRBUSD,3.69000000,MOVRUSDT,6.70400000,200.0,363.191,326.38199999999995,BUY_BUY_SELL
684,2023-12-17 20:09:47.949680,USDT,BUSDUSDT,1.00030000,ARKBUSD,0.53560000,ARKUSDT,0.97230000,200.0,362.901,325.802,BUY_BUY_SELL
225,2023-12-17 20:09:47.943843,USDT,TUSDUSDT,0.99810000,XLMTUSD,0.06833000,XLMUSDT,0.12360000,200.0,362.402,324.804,BUY_BUY_SELL
312,2023-12-17 20:09:47.945004,USDT,USDCUSDT,1.00090000,LINKUSDC,7.77900000,LINKUSDT,14.09000000,200.0,361.872,323.744,BUY_BUY_SELL
146,2023-12-17 20:09:47.942453,USDT,BNBUSDT,240.90000000,SUSHIBNB,0.00269800,SUSHIUSDT,1.16500000,200.0,358.43,316.86,BUY_BUY_SELL
176,2023-12-17 20:09:47.942866,USDT,BNBUSDT,240.90000000,KEEPBNB,0.00145070,KEEPUSDT,0.62510000,200.0,357.678,315.356,BUY_BUY_SELL
113,2023-12-17 20:09:47.941890,USDT,DUSKUSDT,0.15930000,DUSKBNB,0.00118000,BNBUSDT,240.90000000,200.0,356.829,313.658,BUY_SELL_SELL
173,2023-12-17 20:09:47.942823,USDT,BNBUSDT,240.90000000,NUBNB,0.00126770,NUUSDT,0.54360000,200.0,355.945,311.89,BUY_BUY_SELL
431,2023-12-17 20:09:47.946450,USDT,BUSDUSDT,1.00030000,OCEANBUSD,0.28480000,OCEANUSDT,0.50500000,200.0,354.468,308.93600000000004,BUY_BUY_SELL
653,2023-12-17 20:09:47.949287,USDT,BUSDUSDT,1.00030000,KDABUSD,0.42000000,KDAUSDT,0.74200000,200.0,353.167,306.33399999999995,BUY_BUY_SELL
279,2023-12-17 20:09:47.944574,USDT,ETHUSDT,2211.04000000,ETHPAX,3904.41000000,PAXUSDT,0.99960000,200.0,352.973,305.946,BUY_SELL_SELL
604,2023-12-17 20:09:47.948674,USDT,BUSDUSDT,1.00030000,DARBUSD,0.07995000,DARUSDT,0.14095000,200.0,352.43,304.86,BUY_BUY_SELL
151,2023-12-17 20:09:47.942530,USDT,WINGUSDT,6.67000000,WINGBNB,0.04865000,BNBUSDT,240.90000000,200.0,351.358,302.716,BUY_SELL_SELL
615,2023-12-17 20:09:47.948820,USDT,BUSDUSDT,1.00030000,JASMYBUSD,0.00359300,JASMYUSDT,0.00630100,200.0,350.572,301.144,BUY_BUY_SELL
499,2023-12-17 20:09:47.947260,USDT,BUSDUSDT,1.00030000,OMGBUSD,0.46600000,OMGUSDT,0.81400000,200.0,349.191,298.38199999999995,BUY_BUY_SELL
425,2023-12-17 20:09:47.946384,USDT,KMDUSDT,0.26830000,KMDBUSD,0.46760000,BUSDUSDT,1.00030000,200.0,348.61,297.22,BUY_SELL_SELL
593,2023-12-17 20:09:47.948534,USDT,BUSDUSDT,1.00030000,FIDABUSD,0.17820000,FIDAUSDT,0.30910000,200.0,346.75,293.5,BUY_BUY_SELL
796,2023-12-17 20:09:47.951408,USDT,APEUSDT,1.70400000,APEAUD,4.07200000,AUDUSDT,0.72520000,200.0,346.538,293.076,BUY_SELL_SELL
542,2023-12-17 20:09:47.947914,USDT,BUSDUSDT,1.00030000,THETABUSD,0.61600000,THETAUSDT,1.06200000,200.0,344.642,289.284,BUY_BUY_SELL
237,2023-12-17 20:09:47.944004,USDT,ZECUSDT,29.83000000,ZECTUSD,51.48000000,TUSDUSDT,0.99810000,200.0,344.44,288.88,BUY_SELL_SELL
227,2023-12-17 20:09:47.943866,USDT,TUSDUSDT,0.99810000,TRXTUSD,0.05986000,TRXUSDT,0.10284000,200.0,344.19599999999997,288.39199999999994,BUY_BUY_SELL
644,2023-12-17 20:09:47.949179,USDT,BUSDUSDT,1.00030000,API3BUSD,1.00000000,API3USDT,1.71900000,200.0,343.637,287.274,BUY_BUY_SELL
317,2023-12-17 20:09:47.945064,USDT,USDCUSDT,1.00090000,TRXUSDC,0.05982000,TRXUSDT,0.10284000,200.0,343.462,286.924,BUY_BUY_SELL
602,2023-12-17 20:09:47.948649,USDT,BUSDUSDT,1.00030000,SCRTBUSD,0.26290000,SCRTUSDT,0.45120000,200.0,343.085,286.16999999999996,BUY_BUY_SELL
187,2023-12-17 20:09:47.943035,USDT,TRIBEUSDT,0.20180000,TRIBEBNB,0.00143100,BNBUSDT,240.90000000,200.0,341.593,283.18600000000004,BUY_SELL_SELL
538,2023-12-17 20:09:47.947867,USDT,BUSDUSDT,1.00030000,CELRBUSD,0.01148000,CELRUSDT,0.01951000,200.0,339.734,279.46799999999996,BUY_BUY_SELL
566,2023-12-17 20:09:47.948206,USDT,BUSDUSDT,1.00030000,CLVBUSD,0.03282000,CLVUSDT,0.05561000,200.0,338.717,277.43399999999997,BUY_BUY_SELL
522,2023-12-17 20:09:47.947537,USDT,BUSDUSDT,1.00030000,TLMBUSD,0.00941000,TLMUSDT,0.01587000,200.0,337.14,274.28,BUY_BUY_SELL
575,2023-12-17 20:09:47.948319,USDT,BUSDUSDT,1.00030000,WAXPBUSD,0.04170000,WAXPUSDT,0.06970000,200.0,334.132,268.264,BUY_BUY_SELL
510,2023-12-17 20:09:47.947390,USDT,BUSDUSDT,1.00030000,ALICEBUSD,0.72600000,ALICEUSDT,1.21200000,200.0,333.724,267.448,BUY_BUY_SELL
760,2023-12-17 20:09:47.950783,USDT,GBPUSDT,1.23700000,VETGBP,0.01430000,VETUSDT,0.02940000,200.0,332.348,264.696,BUY_BUY_SELL
692,2023-12-17 20:09:47.949778,USDT,BUSDUSDT,1.00030000,VIBBUSD,0.04217000,VIBUSDT,0.07010000,200.0,332.304,264.60799999999995,BUY_BUY_SELL
645,2023-12-17 20:09:47.949191,USDT,BUSDUSDT,1.00030000,ACABUSD,0.04640000,ACAUSDT,0.07690000,200.0,331.306,262.61199999999997,BUY_BUY_SELL
608,2023-12-17 20:09:47.948735,USDT,BUSDUSDT,1.00030000,OXTBUSD,0.05130000,OXTUSDT,0.08500000,200.0,331.225,262.45000000000005,BUY_BUY_SELL
620,2023-12-17 20:09:47.948882,USDT,BUSDUSDT,1.00030000,ALCXBUSD,10.73000000,ALCXUSDT,17.71000000,200.0,329.944,259.88800000000003,BUY_BUY_SELL
627,2023-12-17 20:09:47.948968,USDT,BUSDUSDT,1.00030000,VOXELBUSD,0.13250000,VOXELUSDT,0.21800000,200.0,328.898,257.79600000000005,BUY_BUY_SELL
799,2023-12-17 20:09:47.951441,USDT,USDPUSDT,1.00080000,ETHUSDP,1344.37000000,ETHUSDT,2211.04000000,200.0,328.61,257.22,BUY_BUY_SELL
201,2023-12-17 20:09:47.943265,USDT,BNBUSDT,240.90000000,GXSBNB,0.00453800,GXSUSDT,1.79230000,200.0,327.838,255.67600000000004,BUY_BUY_SELL
763,2023-12-17 20:09:47.950824,USDT,ETCUSDT,20.06000000,ETCGBP,26.54000000,GBPUSDT,1.23700000,200.0,327.258,254.51599999999996,BUY_SELL_SELL
642,2023-12-17 20:09:47.949156,USDT,BUSDUSDT,1.00030000,UMABUSD,1.32700000,UMAUSDT,2.17000000,200.0,326.895,253.78999999999996,BUY_BUY_SELL
565,2023-12-17 20:09:47.948194,USDT,BUSDUSDT,1.00030000,C98BUSD,0.13430000,C98USDT,0.21910000,200.0,326.127,252.25400000000002,BUY_BUY_SELL
618,2023-12-17 20:09:47.948858,USDT,BUSDUSDT,1.00030000,PYRBUSD,3.90300000,PYRUSDT,6.32900000,200.0,324.157,248.31399999999996,BUY_BUY_SELL
735,2023-12-17 20:09:47.950407,USDT,EURUSDT,1.09280000,WAVESEUR,1.35400000,WAVESUSDT,2.38800000,200.0,322.719,245.438,BUY_BUY_SELL
94,2023-12-17 20:09:47.941570,USDT,BNBUSDT,240.90000000,THETABNB,0.00273600,THETAUSDT,1.06200000,200.0,322.19599999999997,244.39199999999994,BUY_BUY_SELL
780,2023-12-17 20:09:47.951189,USDT,AUDUSDT,0.72520000,ADAAUD,0.50540000,ADAUSDT,0.59040000,200.0,322.109,244.21799999999996,BUY_BUY_SELL
601,2023-12-17 20:09:47.948637,USDT,BUSDUSDT,1.00030000,CHESSBUSD,0.12000000,CHESSUSDT,0.19180000,200.0,319.511,239.02200000000008,BUY_BUY_SELL
797,2023-12-17 20:09:47.951420,USDT,GMTUSDT,0.25890000,GMTAUD,0.56950000,AUDUSDT,0.72520000,200.0,318.983,237.96599999999998,BUY_SELL_SELL
443,2023-12-17 20:09:47.946593,USDT,BUSDUSDT,1.00030000,KSMBUSD,18.87000000,KSMUSDT,30.04000000,200.0,318.233,236.466,BUY_BUY_SELL
647,2023-12-17 20:09:47.949215,USDT,BUSDUSDT,1.00030000,XNOBUSD,0.66300000,XNOUSDT,1.05200000,200.0,317.19,234.38,BUY_BUY_SELL
651,2023-12-17 20:09:47.949263,USDT,BUSDUSDT,1.00030000,ASTRBUSD,0.05000000,ASTRUSDT,0.07930000,200.0,317.045,234.09000000000003,BUY_BUY_SELL
493,2023-12-17 20:09:47.947190,USDT,BUSDUSDT,1.00030000,BAKEBUSD,0.14260000,BAKEUSDT,0.22610000,200.0,316.956,233.91200000000003,BUY_BUY_SELL
722,2023-12-17 20:09:47.950203,USDT,EURUSDT,1.09280000,THETAEUR,0.61400000,THETAUSDT,1.06200000,200.0,316.492,232.98400000000004,BUY_BUY_SELL
474,2023-12-17 20:09:47.946962,USDT,BUSDUSDT,1.00030000,SYSBUSD,0.08180000,SYSUSDT,0.12940000,200.0,316.227,232.45399999999995,BUY_BUY_SELL
714,2023-12-17 20:09:47.950070,USDT,EURUSDT,1.09280000,YFIEUR,4835.00000000,YFIUSDT,8352.00000000,200.0,316.08299999999997,232.16599999999997,BUY_BUY_SELL
643,2023-12-17 20:09:47.949167,USDT,BUSDUSDT,1.00030000,LOKABUSD,0.18490000,LOKAUSDT,0.29170000,200.0,315.367,230.73400000000004,BUY_BUY_SELL
436,2023-12-17 20:09:47.946511,USDT,BUSDUSDT,1.00030000,RSRBUSD,0.00184000,RSRUSDT,0.00290200,200.0,315.28,230.55999999999997,BUY_BUY_SELL
423,2023-12-17 20:09:47.946357,USDT,BUSDUSDT,1.00030000,YFIBUSD,5325.00000000,YFIUSDT,8352.00000000,200.0,313.536,227.07199999999997,BUY_BUY_SELL
397,2023-12-17 20:09:47.946035,USDT,BUSDUSDT,1.00030000,WRXBUSD,0.11050000,WRXUSDT,0.17310000,200.0,313.149,226.29800000000003,BUY_BUY_SELL
508,2023-12-17 20:09:47.947367,USDT,BUSDUSDT,1.00030000,PONDBUSD,0.00936000,PONDUSDT,0.01466000,200.0,313.094,226.18799999999996,BUY_BUY_SELL
58,2023-12-17 20:09:47.940998,USDT,BONDUSDT,3.76700000,BONDETH,0.00266500,ETHUSDT,2211.04000000,200.0,312.784,225.56799999999998,BUY_SELL_SELL
666,2023-12-17 20:09:47.949456,USDT,BUSDUSDT,1.00030000,CVCBUSD,0.06880000,CVCUSDT,0.10720000,200.0,311.474,222.94799999999998,BUY_BUY_SELL
571,2023-12-17 20:09:47.948271,USDT,BUSDUSDT,1.00030000,FARMBUSD,21.12000000,FARMUSDT,32.88000000,200.0,311.21,222.41999999999996,BUY_BUY_SELL
53,2023-12-17 20:09:47.940846,USDT,KSMUSDT,30.04000000,KSMETH,0.02114000,ETHUSDT,2211.04000000,200.0,311.134,222.26800000000003,BUY_SELL_SELL
696,2023-12-17 20:09:47.949825,USDT,BUSDUSDT,1.00030000,POLYXBUSD,0.12170000,POLYXUSDT,0.18930000,200.0,310.94,221.88,BUY_BUY_SELL
558,2023-12-17 20:09:47.948111,USDT,BUSDUSDT,1.00030000,UTKBUSD,0.05610000,UTKUSDT,0.08700000,200.0,310.007,220.014,BUY_BUY_SELL
773,2023-12-17 20:09:47.951100,USDT,AUDUSDT,0.72520000,BTCAUD,37210.08000000,BTCUSDT,41671.94000000,200.0,308.795,217.59000000000003,BUY_BUY_SELL
430,2023-12-17 20:09:47.946438,USDT,BUSDUSDT,1.00030000,SANDBUSD,0.32610000,SANDUSDT,0.50370000,200.0,308.771,217.54200000000003,BUY_BUY_SELL
31,2023-12-17 20:09:47.939856,USDT,XZCUSDT,4.44600000,XZCETH,0.00310000,ETHUSDT,2211.04000000,200.0,308.272,216.54399999999998,BUY_SELL_SELL
365,2023-12-17 20:09:47.945654,USDT,BUSDUSDT,1.00030000,ICXBUSD,0.16420000,ICXUSDT,0.25320000,200.0,308.252,216.50400000000002,BUY_BUY_SELL
721,2023-12-17 20:09:47.950174,USDT,EURUSDT,1.09280000,ENJEUR,0.19460000,ENJUSDT,0.32750000,200.0,307.945,215.89000000000001,BUY_BUY_SELL
528,2023-12-17 20:09:47.947609,USDT,BUSDUSDT,1.00030000,BURGERBUSD,0.32080000,BURGERUSDT,0.49300000,200.0,307.204,214.40800000000002,BUY_BUY_SELL
460,2023-12-17 20:09:47.946797,USDT,BUSDUSDT,1.00030000,AERGOBUSD,0.10030000,AERGOUSDT,0.15410000,200.0,307.126,214.25199999999992,BUY_BUY_SELL
628,2023-12-17 20:09:47.948979,USDT,BUSDUSDT,1.00030000,COSBUSD,0.00517000,COSUSDT,0.00791000,200.0,305.844,211.68800000000002,BUY_BUY_SELL
545,2023-12-17 20:09:47.947957,USDT,BUSDUSDT,1.00030000,ATABUSD,0.07920000,ATAUSDT,0.12090000,200.0,305.151,210.30200000000002,BUY_BUY_SELL
641,2023-12-17 20:09:47.949144,USDT,BUSDUSDT,1.00030000,GLMRBUSD,0.20650000,GLMRUSDT,0.31520000,200.0,305.127,210.25400000000002,BUY_BUY_SELL
703,2023-12-17 20:09:47.949908,USDT,BUSDUSDT,1.00030000,MAGICBUSD,0.55850000,MAGICUSDT,0.85220000,200.0,305.023,210.04600000000005,BUY_BUY_SELL
41,2023-12-17 20:09:47.940410,USDT,FIROUSDT,1.93300000,FIROETH,0.00133300,ETHUSDT,2211.04000000,200.0,304.887,209.774,BUY_SELL_SELL
464,2023-12-17 20:09:47.946844,USDT,BUSDUSDT,1.00030000,KP3RBUSD,45.39000000,KP3RUSDT,69.22000000,200.0,304.85,209.70000000000005,BUY_BUY_SELL
497,2023-12-17 20:09:47.947236,USDT,BUSDUSDT,1.00030000,GRTBUSD,0.10520000,GRTUSDT,0.15980000,200.0,303.651,207.30200000000002,BUY_BUY_SELL
426,2023-12-17 20:09:47.946391,USDT,BUSDUSDT,1.00030000,JSTBUSD,0.02103000,JSTUSDT,0.03189000,200.0,303.13,206.26,BUY_BUY_SELL
589,2023-12-17 20:09:47.948486,USDT,BUSDUSDT,1.00030000,STXBUSD,0.67560000,STXUSDT,1.02340000,200.0,302.809,205.61800000000002,BUY_BUY_SELL
193,2023-12-17 20:09:47.943121,USDT,RADUSDT,1.64300000,RADBNB,0.01032000,BNBUSDT,240.90000000,200.0,302.568,205.136,BUY_SELL_SELL
196,2023-12-17 20:09:47.943172,USDT,BNBUSDT,240.90000000,RGTBNB,0.03997000,RGTUSDT,14.44000000,200.0,299.874,199.74800000000005,BUY_BUY_SELL
552,2023-12-17 20:09:47.948040,USDT,BUSDUSDT,1.00030000,STMXBUSD,0.00585100,STMXUSDT,0.00875400,200.0,299.081,198.16200000000003,BUY_BUY_SELL
568,2023-12-17 20:09:47.948230,USDT,BUSDUSDT,1.00030000,FLOWBUSD,0.51300000,FLOWUSDT,0.76700000,200.0,298.876,197.75199999999995,BUY_BUY_SELL
444,2023-12-17 20:09:47.946605,USDT,BUSDUSDT,1.00030000,EGLDBUSD,41.53000000,EGLDUSDT,61.92000000,200.0,298.045,196.09000000000003,BUY_BUY_SELL
401,2023-12-17 20:09:47.946083,USDT,BUSDUSDT,1.00030000,LRCBUSD,0.17280000,LRCUSDT,0.25710000,200.0,297.42,194.84000000000003,BUY_BUY_SELL
179,2023-12-17 20:09:47.942914,USDT,MLNUSDT,16.04000000,MLNBNB,0.09880000,BNBUSDT,240.90000000,200.0,296.71,193.41999999999996,BUY_SELL_SELL
597,2023-12-17 20:09:47.948589,USDT,BUSDUSDT,1.00030000,STPTBUSD,0.04185000,STPTUSDT,0.06208000,200.0,296.53,193.05999999999995,BUY_BUY_SELL
761,2023-12-17 20:09:47.950801,USDT,CAKEUSDT,2.26400000,CAKEGBP,2.71400000,GBPUSDT,1.23700000,200.0,296.514,193.02800000000002,BUY_SELL_SELL
612,2023-12-17 20:09:47.948783,USDT,BUSDUSDT,1.00030000,ANKRBUSD,0.01906000,ANKRUSDT,0.02826000,200.0,296.388,192.77599999999995,BUY_BUY_SELL
574,2023-12-17 20:09:47.948307,USDT,BUSDUSDT,1.00030000,MBOXBUSD,0.20900000,MBOXUSDT,0.30980000,200.0,296.31,192.62,BUY_BUY_SELL
741,2023-12-17 20:09:47.950479,USDT,EURUSDT,1.09280000,GALEUR,0.99500000,GALUSDT,1.60400000,200.0,294.973,189.94600000000003,BUY_BUY_SELL
452,2023-12-17 20:09:47.946699,USDT,BUSDUSDT,1.00030000,CAKEBUSD,1.54000000,CAKEUSDT,2.26400000,200.0,293.878,187.75599999999997,BUY_BUY_SELL
398,2023-12-17 20:09:47.946047,USDT,BUSDUSDT,1.00030000,ZILBUSD,0.01583000,ZILUSDT,0.02324000,200.0,293.472,186.94399999999996,BUY_BUY_SELL
494,2023-12-17 20:09:47.947201,USDT,BUSDUSDT,1.00030000,UFTBUSD,0.20610000,UFTUSDT,0.30200000,200.0,292.914,185.82799999999997,BUY_BUY_SELL
488,2023-12-17 20:09:47.947130,USDT,BUSDUSDT,1.00030000,TWTBUSD,0.79240000,TWTUSDT,1.15950000,200.0,292.507,185.014,BUY_BUY_SELL
276,2023-12-17 20:09:47.944532,USDT,BTTUSDT,0.00277700,BTTTRX,0.03945000,TRXUSDT,0.10284000,200.0,292.129,184.25800000000004,BUY_SELL_SELL
55,2023-12-17 20:09:47.940896,USDT,ETHUSDT,2211.04000000,FTTETH,0.00114100,FTTUSDT,3.68450000,200.0,292.036,184.072,BUY_BUY_SELL
495,2023-12-17 20:09:47.947213,USDT,BUSDUSDT,1.00030000,1INCHBUSD,0.25190000,1INCHUSDT,0.36740000,200.0,291.556,183.11199999999997,BUY_BUY_SELL
551,2023-12-17 20:09:47.948028,USDT,BUSDUSDT,1.00030000,CHRBUSD,0.10850000,CHRUSDT,0.15820000,200.0,291.465,182.92999999999995,BUY_BUY_SELL
380,2023-12-17 20:09:47.945832,USDT,BUSDUSDT,1.00030000,ONTBUSD,0.15740000,ONTUSDT,0.22930000,200.0,291.212,182.42399999999998,BUY_BUY_SELL
626,2023-12-17 20:09:47.948956,USDT,BUSDUSDT,1.00030000,REQBUSD,0.06330000,REQUSDT,0.09220000,200.0,291.164,182.32799999999997,BUY_BUY_SELL
453,2023-12-17 20:09:47.946711,USDT,BUSDUSDT,1.00030000,XVSBUSD,7.03000000,XVSUSDT,10.22000000,200.0,290.60699999999997,181.21399999999994,BUY_BUY_SELL
670,2023-12-17 20:09:47.949503,USDT,BUSDUSDT,1.00030000,PUNDIXBUSD,0.33360000,PUNDIXUSDT,0.48420000,200.0,290.141,180.28200000000004,BUY_BUY_SELL
781,2023-12-17 20:09:47.951202,USDT,AUDUSDT,0.72520000,TRXAUD,0.09810000,TRXUSDT,0.10284000,200.0,289.051,178.10199999999998,BUY_BUY_SELL
280,2023-12-17 20:09:47.944585,USDT,XRPUSDT,0.61550000,XRPPAX,0.88960000,PAXUSDT,0.99960000,200.0,288.89,177.77999999999997,BUY_SELL_SELL
500,2023-12-17 20:09:47.947272,USDT,BUSDUSDT,1.00030000,REEFBUSD,0.00139400,REEFUSDT,0.00200600,200.0,287.659,175.31799999999998,BUY_BUY_SELL
784,2023-12-17 20:09:47.951240,USDT,AUDUSDT,0.72520000,DOTAUD,6.63100000,DOTUSDT,6.91100000,200.0,287.371,174.74199999999996,BUY_BUY_SELL
432,2023-12-17 20:09:47.946462,USDT,BUSDUSDT,1.00030000,NMRBUSD,11.43000000,NMRUSDT,16.41000000,200.0,286.993,173.986,BUY_BUY_SELL
573,2023-12-17 20:09:47.948295,USDT,BUSDUSDT,1.00030000,ORNBUSD,0.55190000,ORNUSDT,0.79000000,200.0,286.138,172.27599999999995,BUY_BUY_SELL
498,2023-12-17 20:09:47.947248,USDT,BUSDUSDT,1.00030000,IOSTBUSD,0.00700000,IOSTUSDT,0.01000000,200.0,285.569,171.13800000000003,BUY_BUY_SELL
624,2023-12-17 20:09:47.948932,USDT,BUSDUSDT,1.00030000,BICOBUSD,0.25140000,BICOUSDT,0.35910000,200.0,285.535,171.07000000000005,BUY_BUY_SELL
693,2023-12-17 20:09:47.949790,USDT,BUSDUSDT,1.00030000,GMXBUSD,31.67000000,GMXUSDT,45.12000000,200.0,284.793,169.586,BUY_BUY_SELL
42,2023-12-17 20:09:47.940426,USDT,BETHUSDT,1556.27000000,BETHETH,0.99960000,ETHUSDT,2211.04000000,200.0,283.972,167.94399999999996,BUY_SELL_SELL
163,2023-12-17 20:09:47.942691,USDT,BNBUSDT,240.90000000,KP3RBNB,0.20250000,KP3RUSDT,69.22000000,200.0,283.73199999999997,167.46399999999994,BUY_BUY_SELL
57,2023-12-17 20:09:47.940978,USDT,ETHUSDT,2211.04000000,UNFIETH,0.00224100,UNFIUSDT,7.02400000,200.0,283.455,166.90999999999997,BUY_BUY_SELL
14,2023-12-17 20:09:47.938352,USDT,AUTOUSDT,95.30000000,AUTOBTC,0.00324000,BTCUSDT,41671.94000000,200.0,283.292,166.58399999999995,BUY_SELL_SELL
310,2023-12-17 20:09:47.944985,USDT,EOSUSDT,0.81600000,EOSUSDC,1.15300000,USDCUSDT,1.00090000,200.0,282.792,165.58399999999995,BUY_SELL_SELL
291,2023-12-17 20:09:47.944723,USDT,ZECUSDT,29.83000000,ZECPAX,42.10000000,PAXUSDT,0.99960000,200.0,282.093,164.18600000000004,BUY_SELL_SELL
